File Created: 	2019-10-02 14.10.12						
Gas Name:	Ar	H2	H2				
MFC Name:	3	4	5				
Channel:	3	4	5				
Max Flow:	200	10	70				
K-factor:	1	0,696551724137931	0,696551724137931				
ID:	Gas	Gas	Gas				
Gas Conc.:	100	100	100				
		Set Values		Measured Values			
Time (s)	3	4	5	3	4	5	Temp1
t = 0 at: 	2019-10-02 14.10.23
0,094	50,000	0,000	0,000	50,013	0,000	0,191	0,0
1,044	50,000	0,000	0,000	49,984	0,000	0,200	0,0
2,089	50,000	0,000	0,000	49,969	0,000	0,191	0,0
3,039	50,000	0,000	0,000	49,991	0,000	0,216	0,0
4,084	50,000	0,000	0,000	50,006	0,000	0,191	0,0
5,034	50,000	0,000	0,000	49,984	0,000	0,172	0,0
6,079	50,000	0,000	0,000	49,991	0,000	0,212	0,0
7,029	50,000	0,000	0,000	50,006	0,000	0,184	0,0
8,074	50,000	0,000	0,000	49,981	0,000	0,209	0,0
9,025	50,000	0,000	0,000	50,000	0,000	0,187	0,0
10,069	50,000	0,000	0,000	49,981	0,000	0,194	0,0
11,019	50,000	0,000	0,000	49,984	0,000	0,216	0,0
12,064	50,000	0,000	0,000	49,987	0,000	0,194	0,0
13,015	50,000	0,000	0,000	50,000	0,000	0,163	0,0
14,059	50,000	0,000	0,000	50,006	0,000	0,172	0,0
15,009	50,000	0,000	0,000	50,000	0,000	0,200	0,0
16,054	50,000	0,000	0,000	49,997	0,000	0,166	0,0
17,004	50,000	0,000	0,000	50,000	0,000	0,191	0,0
18,049	50,000	0,000	0,000	49,991	0,000	0,187	0,0
19,000	50,000	0,000	0,000	49,994	0,000	0,175	0,0
20,044	50,000	0,000	0,000	50,000	0,000	0,156	0,0
21,089	50,000	0,000	0,000	49,991	0,000	0,172	0,0
22,039	50,000	0,000	0,000	50,006	0,000	0,219	0,0
23,085	50,000	0,000	0,000	49,994	0,000	0,166	0,0
24,034	50,000	0,000	0,000	49,981	0,000	0,184	0,0
25,079	50,000	0,000	0,000	50,000	0,000	0,156	0,0
26,029	50,000	0,000	0,000	50,003	0,000	0,181	0,0
27,074	50,000	0,000	0,000	49,975	0,000	0,209	0,0
28,024	50,000	0,000	0,000	50,006	0,000	0,187	0,0
29,069	50,000	0,000	0,000	50,003	0,000	0,200	0,0
30,019	50,000	0,000	0,000	50,000	0,000	0,166	0,0
31,065	50,000	0,000	0,000	49,991	0,000	0,194	0,0
32,014	50,000	0,000	0,000	49,997	0,000	0,172	0,0
33,059	50,000	0,000	0,000	50,006	0,000	0,175	0,0
34,009	50,000	0,000	0,000	49,997	0,000	0,197	0,0
35,054	50,000	0,000	0,000	50,003	0,000	0,141	0,0
36,004	50,000	0,000	0,000	50,003	0,000	0,187	0,0
37,049	50,000	0,000	0,000	49,997	0,000	0,191	0,0
38,094	50,000	0,000	0,000	50,000	0,000	0,184	0,0
39,045	50,000	0,000	0,000	50,013	0,000	0,200	0,0
40,089	50,000	0,000	0,000	50,006	0,000	0,175	0,0
41,039	50,000	0,000	0,000	49,991	0,000	0,203	0,0
42,085	50,000	0,000	0,000	49,972	0,000	0,209	0,0
43,035	50,000	0,000	0,000	49,997	0,000	0,178	0,0
44,080	50,000	0,000	0,000	49,984	0,000	0,197	0,0
45,029	50,000	0,000	0,000	50,006	0,000	0,175	0,0
46,074	50,000	0,000	0,000	49,994	0,000	0,159	0,0
47,024	50,000	0,000	0,000	49,997	0,000	0,200	0,0
48,070	50,000	0,000	0,000	49,994	0,000	0,191	0,0
49,019	50,000	0,000	0,000	49,991	0,000	0,184	0,0
50,065	50,000	0,000	0,000	50,000	0,000	0,184	0,0
51,015	50,000	0,000	0,000	49,997	0,000	0,172	0,0
52,059	50,000	0,000	0,000	50,000	0,000	0,212	0,0
53,009	50,000	0,000	0,000	49,994	0,000	0,191	0,0
54,054	50,000	0,000	0,000	49,984	0,000	0,159	0,0
55,005	50,000	0,000	0,000	49,991	0,000	0,184	0,0
56,049	50,000	0,000	0,000	50,009	0,000	0,163	0,0
57,000	50,000	0,000	0,000	49,994	0,000	0,184	0,0
58,044	50,000	0,000	0,000	49,991	0,000	0,191	0,0
59,089	50,000	0,000	0,000	49,991	0,000	0,187	0,0
60,039	50,000	0,000	0,000	50,003	0,000	0,184	0,0
61,085	50,000	0,000	0,000	50,000	0,000	0,200	0,0
62,034	50,000	0,000	0,000	49,991	0,000	0,178	0,0
63,080	50,000	0,000	0,000	49,981	0,000	0,200	0,0
64,029	50,000	0,000	0,000	50,006	0,000	0,187	0,0
65,075	50,000	0,000	0,000	49,994	0,000	0,175	0,0
66,024	50,000	0,000	0,000	50,000	0,000	0,169	0,0
67,069	50,000	0,000	0,000	49,984	0,000	0,206	0,0
68,019	50,000	0,000	0,000	49,997	0,000	0,197	0,0
69,065	50,000	0,000	0,000	49,997	0,000	0,203	0,0
70,014	50,000	0,000	0,000	50,000	0,000	0,203	0,0
71,059	50,000	0,000	0,000	49,991	0,000	0,159	0,0
72,009	50,000	0,000	0,000	49,994	0,000	0,187	0,0
73,054	50,000	0,000	0,000	49,994	0,000	0,203	0,0
74,004	50,000	0,000	0,000	50,003	0,000	0,200	0,0
75,049	50,000	0,000	0,000	49,997	0,000	0,200	0,0
76,094	50,000	0,000	0,000	50,000	0,000	0,206	0,0
77,044	50,000	0,000	0,000	50,006	0,000	0,200	0,0
78,089	50,000	0,000	0,000	50,009	0,000	0,191	0,0
79,039	50,000	0,000	0,000	49,994	0,000	0,150	0,0
80,084	50,000	0,000	0,000	50,000	0,000	0,175	0,0
81,034	50,000	0,000	0,000	50,003	0,000	0,172	0,0
82,080	50,000	0,000	0,000	50,003	0,000	0,175	0,0
83,029	50,000	0,000	0,000	49,994	0,000	0,212	0,0
84,075	50,000	0,000	0,000	49,994	0,000	0,172	0,0
85,024	50,000	0,000	0,000	49,984	0,000	0,181	0,0
86,069	50,000	0,000	0,000	49,994	0,000	0,181	0,0
87,019	50,000	0,000	0,000	49,994	0,000	0,178	0,0
88,065	50,000	0,000	0,000	50,009	0,000	0,181	0,0
89,015	50,000	0,000	0,000	50,003	0,000	0,200	0,0
90,060	50,000	0,000	0,000	50,003	0,000	0,203	0,0
91,009	50,000	0,000	0,000	49,984	0,000	0,172	0,0
92,054	50,000	0,000	0,000	50,006	0,000	0,169	0,0
93,004	50,000	0,000	0,000	49,991	0,000	0,178	0,0
94,049	50,000	0,000	0,000	49,994	0,000	0,172	0,0
95,000	50,000	0,000	0,000	50,003	0,000	0,169	0,0
96,044	50,000	0,000	0,000	49,994	0,000	0,169	0,0
97,089	50,000	0,000	0,000	49,997	0,000	0,187	0,0
98,039	50,000	0,000	0,000	50,009	0,000	0,191	0,0
99,085	50,000	0,000	0,000	49,994	0,000	0,209	0,0
100,034	50,000	0,000	0,000	49,991	0,000	0,175	0,0
101,079	50,000	0,000	0,000	50,003	0,000	0,200	0,0
102,029	50,000	0,000	0,000	50,003	0,000	0,181	0,0
103,075	50,000	0,000	0,000	49,997	0,000	0,181	0,0
104,024	50,000	0,000	0,000	50,003	0,000	0,178	0,0
105,069	50,000	0,000	0,000	49,978	0,000	0,203	0,0
106,019	50,000	0,000	0,000	49,972	0,000	0,209	0,0
107,065	50,000	0,000	0,000	49,994	0,000	0,181	0,0
108,015	50,000	0,000	0,000	49,987	0,000	0,178	0,0
109,060	50,000	0,000	0,000	49,987	0,000	0,219	0,0
110,009	50,000	0,000	0,000	50,003	0,000	0,194	0,0
111,054	50,000	0,000	0,000	49,997	0,000	0,203	0,0
112,004	50,000	0,000	0,000	49,987	0,000	0,150	0,0
113,049	50,000	0,000	0,000	49,994	0,000	0,187	0,0
114,000	50,000	0,000	0,000	50,000	0,000	0,206	0,0
115,044	50,000	0,000	0,000	49,994	0,000	0,175	0,0
116,089	50,000	0,000	0,000	49,978	0,000	0,181	0,0
117,039	50,000	0,000	0,000	50,009	0,000	0,187	0,0
118,084	50,000	0,000	0,000	50,000	0,000	0,206	0,0
119,034	50,000	0,000	0,000	49,994	0,000	0,156	0,0
120,080	50,000	0,000	0,000	49,991	0,000	0,197	0,0
121,029	50,000	0,000	0,000	49,997	0,000	0,178	0,0
122,074	50,000	0,000	0,000	50,003	0,000	0,187	0,0
